0,p-103,end,101,3,2
0,p-104,end,101,4,2
0,p-104,end,101,2,3
0,p-103,end,102,4,3
0,p-103,end,102,2,4
0,p-103,end,102,4,3
0,p-103,end,102,4,4
0,p-103,end,102,1,3
0,p-103,end,102,4,3
0,p-103,end,102,2,3
0,p-103,end,102,2,2
0,p-103,end,102,1,3
0,p-103,end,102,4,3
0,p-103,end,102,4,2
0,p-103,end,102,3,3
0,p-103,end,102,4,4
0,p-103,end,102,4,2
0,p-103,end,102,4,3
0,p-103,end,102,2,2
0,p-103,end,102,4,2
0,p-103,end,102,5,4
0,p-103,end,102,2,3
0,p-103,end,102,4,3
0,p-103,end,102,2,3
0,p-103,end,102,3,3
0,p-103,end,102,1,3
0,p-103,end,102,2,3
0,p-103,end,102,3,3
0,p-103,end,102,2,3
0,p-103,end,102,3,3
0,p-103,end,102,2,4
0,p-103,end,102,2,3
0,p-103,end,102,3,4
0,p-104,end,103,3,2
0,p-104,end,103,2,2
0,p-104,end,103,5,2
0,p-104,end,103,3,2
0,p-104,end,103,2,3
0,p-104,end,103,3,3
0,p-104,end,103,2,4
0,p-104,end,103,3,4
0,p-104,end,103,2,2
0,p-104,end,103,2,4
0,p-104,end,103,3,3
0,p-104,end,103,2,4
0,p-104,end,103,4,3
0,p-104,end,103,4,3
0,p-104,end,103,2,2
0,p-104,end,103,3,4
0,p-104,end,103,4,2
0,p-104,end,103,3,3
0,p-104,end,103,3,2
0,p-104,end,103,2,3
6,p-104,end,103,2,3
8,p-104,end,101,2,3
15,p-103,end,102,3,4
19,p-103,end,102,4,3
29,p-104,end,101,4,4
75,p-104,end,103,2,4
77,p-103,p-104,101,5,4
80,p-104,end,103,4,3
90,p-104,end,101,4,3
106,p-103,end,102,4,3
109,p-104,end,101,3,3
109,p-104,end,101,3,3
117,p-103,p-104,101,1,4
123,p-104,end,101,3,3
129,p-103,p-104,101,3,4
134,p-103,end,102,4,4
151,p-104,end,103,5,3
154,p-104,end,101,3,3
159,p-104,end,103,3,2
180,p-104,end,101,2,2
193,p-104,end,101,2,2
196,p-104,end,103,3,2
203,p-104,end,101,4,3
207,p-103,p-104,101,2,2
214,p-103,p-104,101,4,2
219,p-103,p-104,101,4,3
222,p-104,end,103,3,3
225,p-103,end,102,1,3
230,p-103,end,101,3,2
230,p-104,end,103,3,3
235,p-103,end,102,2,2
242,p-103,p-104,101,2,3
242,p-103,end,102,0,2
254,p-103,p-104,101,3,3
262,p-104,end,101,4,4
262,p-103,end,102,4,3
272,p-104,end,103,4,3
275,p-104,end,103,2,2
294,p-103,end,102,3,3
300,p-103,end,102,2,3
317,p-104,end,101,3,4
330,p-103,end,101,3,3
331,p-104,end,101,3,4
337,p-103,end,102,3,3
344,p-103,end,102,3,2
348,p-103,end,102,2,3
381,p-104,end,101,4,3
387,p-104,end,101,3,4
411,p-104,end,101,3,4
419,p-103,end,102,4,3
427,p-103,end,102,5,3
436,p-103,end,102,3,3
446,p-103,end,102,2,2
454,p-103,end,102,2,3
455,p-103,end,101,1,2
465,p-104,end,103,2,3
487,p-104,end,103,5,2
492,p-103,end,102,3,3
513,p-104,end,103,5,4
516,p-103,p-104,101,2,3
524,p-104,end,103,5,3
533,p-103,end,102,3,4
549,p-103,p-104,101,3,3
562,p-104,end,101,2,3
568,p-104,end,103,2,3
576,p-104,end,101,3,4
601,p-103,p-104,101,1,3
607,p-104,end,103,4,3
616,p-103,p-104,101,2,4
617,p-103,end,102,4,4
626,p-104,end,103,3,4
630,p-103,end,101,2,4
631,p-103,end,102,3,3
647,p-103,p-104,101,4,2
649,p-104,end,103,1,4
658,p-104,end,101,3,2
682,p-103,end,102,2,3
691,p-104,end,103,4,3
692,p-103,p-104,101,4,3
692,p-103,end,102,4,3
696,p-103,end,101,3,2
697,p-104,end,103,2,3
698,p-104,end,103,3,3
709,p-104,end,103,3,3
731,p-104,end,101,3,3
765,p-103,p-104,101,2,3
771,p-103,end,102,3,3
777,p-104,end,103,3,3
780,p-103,end,102,4,4
791,p-103,end,102,4,4
807,p-104,end,101,2,2
816,p-104,end,103,3,4
827,p-104,end,103,3,3
840,p-104,end,101,5,3
854,p-104,end,101,1,4
858,p-104,end,101,3,4
859,p-104,end,103,4,4
861,p-103,end,102,2,3
868,p-104,end,103,3,2
869,p-103,end,102,4,3
877,p-103,p-104,101,4,3
899,p-104,end,101,3,3
902,p-103,end,102,3,2
902,p-104,end,103,4,3
902,p-104,end,103,3,3
910,p-103,end,102,4,3
911,p-103,end,102,3,3
952,p-103,end,102,3,3
953,p-104,end,101,4,4
972,p-104,end,101,2,3
972,p-103,end,102,5,3
984,p-104,end,101,2,3
1007,p-103,end,102,3,3
1012,p-103,end,102,3,2
1013,p-103,end,102,2,3
1032,p-104,end,101,6,3
1034,p-104,end,103,2,3
1036,p-103,end,102,7,3
1040,p-103,end,102,3,3
1052,p-103,end,102,3,4
1056,p-103,end,101,3,2
1057,p-104,end,103,2,3
1070,p-104,end,101,4,4
1071,p-103,end,101,2,3
1083,p-104,end,101,5,3
1113,p-103,end,102,3,4
1118,p-103,end,102,2,2
1124,p-103,p-104,101,2,2
1154,p-103,end,102,4,2
1163,p-104,end,101,2,3
1170,p-104,end,103,2,3
1190,p-103,end,102,3,4
1198,p-104,end,101,2,3
1198,p-103,end,102,3,3
1200,p-104,end,101,1,3
1216,p-103,end,102,4,4
1216,p-103,end,102,1,4
1221,p-103,end,101,2,3
1246,p-103,p-104,101,3,4
1247,p-103,end,102,2,4
1250,p-103,end,102,3,3
1251,p-104,end,103,3,2
1255,p-103,end,101,3,3
1281,p-103,end,101,4,4
1305,p-103,end,102,2,3
1321,p-104,end,101,3,3
1337,p-103,end,102,4,3
1347,p-103,p-104,101,2,4
1352,p-104,end,103,2,3
1359,p-104,end,101,3,2
1369,p-104,end,103,3,3
1376,p-104,end,103,2,4
1380,p-103,end,102,5,3
1403,p-103,end,102,3,4
1437,p-104,end,101,2,3
1447,p-104,end,103,5,4
1466,p-103,end,101,3,3
1471,p-104,end,101,3,2
1491,p-103,p-104,101,2,2
1492,p-104,end,103,4,3
1493,p-104,end,103,4,3
1506,p-103,end,101,4,4
1509,p-103,p-104,101,3,3
1512,p-103,p-104,101,4,3
1537,p-103,end,102,3,2
1539,p-104,end,101,4,3
1553,p-104,end,103,5,4
1564,p-103,end,102,3,2
1565,p-103,p-104,101,5,4
1565,p-103,end,102,4,4
1569,p-103,end,101,4,3
1574,p-104,end,101,2,3
1578,p-104,end,103,3,4
1581,p-103,p-104,101,3,4
1589,p-103,end,102,3,3
1622,p-103,end,102,4,3
1634,p-103,end,101,3,2
1639,p-103,end,102,4,2
1644,p-104,end,101,1,4
1646,p-104,end,101,5,3
1650,p-103,end,102,2,3
1657,p-103,p-104,101,1,4
1672,p-103,p-104,101,2,3
1681,p-103,end,102,5,2
1683,p-103,p-104,101,1,2
1686,p-103,end,101,3,2
1689,p-103,end,102,4,2
1692,p-103,p-104,101,3,3
1720,p-103,end,101,4,3
1723,p-103,end,102,3,3
1726,p-103,end,101,3,2
1726,p-104,end,103,4,2
1734,p-103,end,102,2,4
1737,p-103,end,101,5,3
1767,p-103,end,101,3,3
1767,p-104,end,103,3,3
1782,p-103,end,101,3,2
1786,p-104,end,101,5,2
1789,p-103,end,101,3,3
1811,p-104,end,103,3,3
1812,p-104,end,101,2,3
1822,p-103,p-104,101,3,2
1849,p-104,end,101,4,4
1854,p-103,end,102,4,3
1861,p-104,end,103,4,3
1878,p-103,p-104,101,4,3
1883,p-103,end,101,4,2
1910,p-104,end,101,3,3
1919,p-104,end,101,3,2
1927,p-103,end,102,4,4
1932,p-103,p-104,101,3,4
1934,p-103,end,102,4,3
1936,p-103,p-104,101,4,2
1937,p-103,p-104,101,4,3
1949,p-103,end,102,1,2
1966,p-103,end,102,4,2
1985,p-103,end,102,5,3
1996,p-104,end,103,3,3
1999,p-104,end,101,3,4
2003,p-103,end,101,4,3
2003,p-103,p-104,101,2,3
2007,p-104,end,103,1,2
2012,p-104,end,101,1,2
2013,p-104,end,103,4,4
2014,p-104,end,103,2,3
2015,p-104,end,103,1,3
2020,p-103,p-104,101,3,2
2023,p-104,end,103,3,3
2049,p-103,end,102,3,3
2052,p-104,end,101,4,2
2086,p-104,end,103,2,3
2088,p-104,end,103,5,4
2093,p-103,end,102,3,3
2115,p-103,end,102,2,4
2118,p-104,end,103,4,3
2121,p-103,end,102,4,3
2138,p-103,end,102,4,2
2140,p-104,end,101,0,3
2163,p-104,end,103,4,3
2169,p-103,end,101,3,3
2190,p-104,end,103,3,3
2191,p-103,end,102,2,2
2197,p-104,end,103,3,3
2206,p-104,end,103,3,4
2225,p-103,end,102,2,3
2228,p-103,end,102,2,2
2228,p-104,end,103,3,4
2238,p-104,end,103,2,2
2240,p-104,end,101,3,2
2252,p-104,end,103,3,3
2277,p-103,end,102,6,2
2316,p-104,end,103,4,4
2334,p-103,end,102,2,3
2339,p-103,end,102,4,2
2353,p-104,end,103,2,3
2354,p-104,end,101,2,4
2360,p-103,end,101,3,3
2375,p-103,end,102,2,3
2389,p-104,end,103,2,2
2399,p-104,end,103,4,3
2401,p-104,end,101,4,4
2411,p-103,end,102,3,3
2419,p-103,end,102,3,2
2425,p-104,end,103,1,3
2435,p-103,end,102,4,4
2441,p-104,end,103,2,2
2452,p-103,end,102,4,3
2477,p-104,end,101,4,2
2480,p-104,end,103,2,2
2482,p-103,end,101,3,4
2486,p-103,end,102,3,2
2499,p-104,end,103,3,3
2506,p-103,end,102,2,4
2513,p-104,end,103,4,2
2518,p-104,end,103,4,2
2522,p-104,end,101,3,3
2532,p-104,end,103,2,2
2560,p-103,end,101,3,3
2561,p-103,end,102,3,2
2580,p-103,end,101,2,3
2595,p-103,end,102,3,2
2599,p-104,end,101,3,3
2615,p-103,p-104,101,4,4
2615,p-103,end,102,3,4
2618,p-104,end,103,3,3
2630,p-104,end,103,4,3
2637,p-103,p-104,101,5,3
2647,p-103,end,102,4,4
2654,p-103,end,102,4,3
2666,p-103,end,102,2,2
2669,p-103,end,101,5,4
2671,p-103,end,102,4,2
2686,p-103,end,102,3,4
2692,p-103,p-104,101,2,3
2693,p-104,end,103,3,2
2697,p-103,end,102,5,3
2722,p-104,end,103,3,3
2740,p-104,end,103,3,3
2753,p-104,end,101,4,3
2757,p-104,end,103,4,2
2766,p-103,end,102,3,3
2769,p-103,end,102,3,3
2773,p-104,end,101,4,3
2793,p-104,end,101,2,3
2797,p-103,end,102,2,3
2801,p-104,end,101,4,2
2802,p-104,end,103,4,4
2802,p-104,end,103,3,2
2819,p-104,end,101,0,4
2825,p-103,end,102,3,2
2831,p-103,end,101,3,3
2840,p-103,end,102,1,2
2841,p-103,p-104,101,4,4
2845,p-104,end,101,4,3
2857,p-104,end,103,1,3
2862,p-103,end,102,2,3
2873,p-104,end,103,3,4
2878,p-104,end,103,2,4
2886,p-104,end,101,3,3
2904,p-104,end,101,3,3
2906,p-103,end,102,1,3
2911,p-104,end,103,2,4
2924,p-103,p-104,101,3,3
2947,p-103,end,102,2,3
2951,p-103,end,101,3,3
2969,p-103,end,102,3,3
2973,p-103,end,102,4,3
2984,p-104,end,101,2,3
2986,p-103,end,102,2,4
3013,p-104,end,101,3,2
3016,p-103,end,102,4,3
3019,p-104,end,103,2,4
3040,p-104,end,103,3,3
3046,p-104,end,101,4,3
3050,p-104,end,101,3,4
3058,p-103,end,102,5,3
3079,p-104,end,103,2,3
3092,p-103,end,102,1,4
3116,p-104,end,103,1,4
3120,p-103,p-104,101,1,2
3124,p-103,end,102,2,4
3125,p-103,end,102,5,2
3128,p-103,p-104,101,4,2
3132,p-103,end,102,4,3
3144,p-103,end,102,3,2
3147,p-103,end,102,3,4
3147,p-103,end,102,2,4
3155,p-103,end,101,2,4
3179,p-103,end,101,3,2
3184,p-103,end,102,4,3
3190,p-104,end,103,5,3
3195,p-103,end,101,3,3
3200,p-104,end,103,4,2
3207,p-104,end,101,4,3
3214,p-104,end,103,5,2
3218,p-104,end,103,3,2
3222,p-104,end,103,6,3
3225,p-104,end,103,5,4
3230,p-104,end,103,1,3
3244,p-103,end,101,3,3
3245,p-104,end,101,5,3
3250,p-104,end,103,3,3
3273,p-104,end,101,1,3
3273,p-104,end,103,3,3
3279,p-104,end,103,4,3
3291,p-103,end,102,3,2
3296,p-103,p-104,101,4,2
3299,p-103,end,101,5,3
3312,p-103,end,102,4,2
3314,p-103,p-104,101,3,4
3318,p-103,p-104,101,3,3
3345,p-103,end,102,3,3
3366,p-104,end,103,2,4
3387,p-103,p-104,101,4,2
3389,p-103,end,102,3,2
3390,p-103,end,101,3,3
3394,p-103,end,102,3,4
3421,p-103,p-104,101,2,3
3422,p-104,end,103,2,3
3429,p-103,end,102,3,3
3438,p-104,end,103,4,4
3440,p-103,end,102,2,4
3454,p-104,end,101,3,4
3462,p-103,p-104,101,1,3
3466,p-104,end,103,4,4
3479,p-104,end,103,3,3
3489,p-104,end,101,2,4
3490,p-103,p-104,101,4,2
3503,p-104,end,103,2,3
3507,p-104,end,101,3,2
3510,p-104,end,101,4,3
3524,p-104,end,103,4,4
3536,p-104,end,101,4,2
3538,p-103,end,102,5,3
3549,p-104,end,101,2,3
3549,p-103,end,102,3,3
3554,p-103,end,102,3,3
3555,p-104,end,103,2,4
3556,p-103,end,101,4,2
3586,p-103,end,102,3,2
3591,p-104,end,101,4,3
3594,p-103,end,102,4,3
3596,p-104,end,103,4,4
3616,p-103,p-104,101,3,4
3616,p-104,end,103,2,3
3618,p-103,end,102,4,3
3675,p-104,end,101,4,3
603,b-0,p-103,101,2,4
603,b-0,end,101,4,3
603,b-0,p-104,101,4,3
603,b-0,end,101,5,3
603,b-0,p-104,101,3,3
603,b-0,p-104,101,4,3
603,b-0,end,101,3,3
603,b-0,p-103,101,4,4
603,b-0,p-103,101,5,2
603,b-0,p-104,101,3,3
603,b-0,end,101,3,4
603,b-0,p-103,101,2,4
603,b-0,end,101,5,2
603,b-0,p-103,101,3,3
603,b-0,p-104,101,2,3
603,b-0,p-103,101,1,3
603,b-0,p-103,101,4,2
603,b-0,p-104,101,2,2
603,b-0,end,101,3,3
603,b-0,p-103,101,3,4
1052,b-1,p-104,101,4,3
1052,b-1,p-103,101,3,4
1052,b-1,p-103,101,3,3
1052,b-1,end,101,2,4
1052,b-1,end,101,3,3
1052,b-1,p-104,101,3,4
1052,b-1,end,101,3,4
1052,b-1,p-103,101,4,3
1052,b-1,end,101,4,4
1052,b-1,end,101,4,2
1052,b-1,p-104,101,3,2
1052,b-1,p-103,101,4,4
1052,b-1,p-103,101,2,3
1052,b-1,end,101,2,2
1052,b-1,end,101,5,4
1052,b-1,p-104,101,3,4
1052,b-1,p-103,101,3,3
1052,b-1,p-104,101,4,3
1052,b-1,p-103,101,3,2
1052,b-1,p-103,101,3,4
1072,b-2,p-103,101,3,4
1072,b-2,p-103,101,3,3
1072,b-2,p-103,101,4,2
1072,b-2,p-103,101,3,2
1072,b-2,p-104,101,2,2
1072,b-2,p-104,101,2,3
1072,b-2,end,101,2,3
1072,b-2,end,101,3,3
1072,b-2,p-104,101,4,2
1072,b-2,end,101,2,4
1072,b-2,p-103,101,2,4
1072,b-2,p-103,101,4,4
1072,b-2,end,101,4,2
1072,b-2,p-104,101,3,3
1072,b-2,end,101,1,3
1072,b-2,p-103,101,3,3
1072,b-2,p-103,101,2,3
1072,b-2,p-104,101,4,2
1072,b-2,p-104,101,2,3
1072,b-2,end,101,3,4
2272,b-3,p-103,101,2,3
2272,b-3,p-103,101,2,3
2272,b-3,end,101,2,3
2272,b-3,p-103,101,4,3
2272,b-3,p-104,101,1,2
2272,b-3,p-104,101,4,4
2272,b-3,p-103,101,3,4
2272,b-3,p-103,101,4,2
2272,b-3,p-104,101,2,4
2272,b-3,end,101,4,3
2272,b-3,p-103,101,3,3
2272,b-3,p-103,101,4,3
2272,b-3,p-104,101,3,4
2272,b-3,p-103,101,4,4
2272,b-3,p-104,101,3,3
2272,b-3,p-103,101,2,2
2272,b-3,p-103,101,3,3
2272,b-3,end,101,2,2
2272,b-3,end,101,2,2
2272,b-3,end,101,4,2
2655,b-4,end,101,3,3
2655,b-4,end,101,3,4
2655,b-4,p-104,101,4,3
2655,b-4,end,101,3,4
2655,b-4,p-104,101,3,4
2655,b-4,end,101,1,4
2655,b-4,p-104,101,3,3
2655,b-4,p-103,101,3,3
2655,b-4,p-104,101,3,2
2655,b-4,p-104,101,4,3
2655,b-4,p-103,101,4,4
2655,b-4,end,101,3,4
2655,b-4,p-103,101,4,4
2655,b-4,p-103,101,4,4
2655,b-4,p-104,101,2,3
2655,b-4,end,101,3,4
2655,b-4,p-103,101,3,3
2655,b-4,end,101,3,3
2655,b-4,p-104,101,3,3
2655,b-4,p-104,101,5,4
4402,b-5,p-104,101,5,4
4402,b-5,p-103,101,4,3
4402,b-5,end,101,4,4
4402,b-5,p-104,101,2,3
4402,b-5,p-104,101,3,3
4402,b-5,p-104,101,3,2
4402,b-5,end,101,1,3
4402,b-5,p-103,101,2,3
4402,b-5,end,101,3,3
4402,b-5,end,101,2,3
4402,b-5,p-103,101,1,3
4402,b-5,p-103,101,3,2
4402,b-5,end,101,2,3
4402,b-5,p-104,101,3,3
4402,b-5,end,101,2,4
4402,b-5,p-104,101,3,4
4402,b-5,p-104,101,2,2
4402,b-5,p-103,101,2,4
4402,b-5,p-103,101,2,3
4402,b-5,end,101,4,4
600,b-6,p-103,102,4,3		
600,b-6,p-103,102,4,3		
600,b-6,p-103,102,4,3		
600,b-6,p-103,102,4,3		
600,b-6,end,102,3,3		
600,b-6,p-103,102,4,3		
600,b-6,end,102,1,4		
600,b-6,end,102,3,4		
600,b-6,p-103,102,3,2		
600,b-6,p-103,102,3,2		
600,b-6,end,102,4,2		
600,b-6,p-103,102,4,3		
600,b-6,p-103,102,4,4		
600,b-6,end,102,4,3		
600,b-6,p-103,102,4,4		
600,b-6,p-103,102,5,3		
600,b-6,p-103,102,3,2		
600,b-6,end,102,2,3		
600,b-6,end,102,1,3		
600,b-6,end,102,1,3		
600,b-6,end,102,6,4		
1200,b-7,end,102,4,4
1200,b-7,p-103,102,4,4
1200,b-7,end,102,3,2
1200,b-7,p-103,102,3,2
1200,b-7,end,102,2,3
1200,b-7,end,102,6,2
1200,b-7,p-103,102,3,3
1200,b-7,end,102,3,2
1200,b-7,p-103,102,1,2
1200,b-7,end,102,3,4
1200,b-7,end,102,4,3
1200,b-7,end,102,3,3
1200,b-7,end,102,4,3
1200,b-7,end,102,3,3
1200,b-7,p-103,102,4,2
1200,b-7,p-103,102,3,3
1200,b-7,end,102,5,4
1200,b-7,p-103,102,4,4
1800,b-8,end,102,4,4
1800,b-8,end,102,3,2
1800,b-8,end,102,2,4
1800,b-8,p-103,102,2,2
1800,b-8,p-103,102,4,3
1800,b-8,p-103,102,3,4
1800,b-8,end,102,4,4
1800,b-8,p-103,102,2,3
1800,b-8,p-103,102,2,4
1800,b-8,end,102,3,3
1800,b-8,p-103,102,3,3
1800,b-8,p-103,102,2,3
1800,b-8,p-103,102,3,2
1800,b-8,p-103,102,1,3
1800,b-8,p-103,102,5,2
1800,b-8,end,102,3,3
1800,b-8,p-103,102,4,2
1800,b-8,p-103,102,3,3
1800,b-8,p-103,102,5,3
2400,b-9,p-103,102,4,4
2400,b-9,end,102,3,2
2400,b-9,p-103,102,3,2
2400,b-9,end,102,4,3
2400,b-9,p-103,102,5,3
2400,b-9,end,102,3,3
2400,b-9,p-103,102,3,2
2400,b-9,p-103,102,3,4
2400,b-9,p-103,102,2,4
2400,b-9,end,102,3,3
2400,b-9,end,102,1,3
2400,b-9,p-103,102,3,4
2400,b-9,end,102,4,3
2400,b-9,end,102,5,3
2400,b-9,end,102,5,2
2400,b-9,p-103,102,4,4
2400,b-9,p-103,102,4,4
2400,b-9,end,102,5,2
2400,b-9,p-103,102,2,3
2400,b-9,p-103,102,3,4
3000,b-10,end,102,2,4
3000,b-10,p-103,102,3,3
3000,b-10,p-103,102,4,2
3000,b-10,end,102,2,3
3000,b-10,p-103,102,4,2
3000,b-10,end,102,3,2
3000,b-10,p-103,102,4,3
3000,b-10,p-103,102,5,2
3000,b-10,p-103,102,2,2
3000,b-10,p-103,102,3,3
3000,b-10,end,102,1,4
3000,b-10,p-103,102,3,2
3000,b-10,p-103,102,5,3
3000,b-10,end,102,3,2
3000,b-10,end,102,3,3
3000,b-10,p-103,102,5,3
3000,b-10,end,102,3,3
3000,b-10,end,102,3,2
3000,b-10,end,102,3,4
3000,b-10,p-103,102,3,4
3600,b-11,p-103,102,5,3
3600,b-11,p-103,102,4,3
3600,b-11,end,102,4,2
3600,b-11,p-103,102,3,2
3600,b-11,p-103,102,2,3
3600,b-11,p-103,102,3,4
3600,b-11,p-103,102,4,3
3600,b-11,end,102,6,3
3600,b-11,p-103,102,4,3
3600,b-11,end,102,4,2
3600,b-11,p-103,102,3,4
3600,b-11,end,102,3,3
3600,b-11,p-103,102,1,3
3600,b-11,end,102,2,2
3600,b-11,p-103,102,3,4
3600,b-11,p-103,102,3,3
3600,b-11,end,102,3,3
3600,b-11,p-103,102,3,2
3600,b-11,p-103,102,3,3
3600,b-11,p-103,102,4,3
3600,b-11,p-103,102,4,3
3600,b-11,end,102,3,2
3600,b-11,end,102,1,4
3600,b-11,p-103,102,3,3
3600,b-11,end,102,5,3
612,b-12,p-104,103,3,4
612,b-12,end,103,3,2
612,b-12,end,103,3,3
612,b-12,p-104,103,4,4
612,b-12,end,103,0,3
612,b-12,end,103,3,3
612,b-12,end,103,3,3
612,b-12,p-104,103,2,2
612,b-12,p-104,103,4,3
612,b-12,p-104,103,3,3
612,b-12,end,103,2,2
612,b-12,p-104,103,4,3
612,b-12,p-104,103,3,3
612,b-12,p-104,103,1,4
612,b-12,end,103,3,2
612,b-12,p-104,103,2,2
612,b-12,end,103,1,2
612,b-12,end,103,3,2
612,b-12,end,103,4,2
612,b-12,p-104,103,2,4
612,b-12,p-104,103,1,3
612,b-12,p-104,103,3,4
612,b-12,p-104,103,3,2
612,b-12,p-104,103,4,4
1212,b-13,p-104,103,5,3
1212,b-13,end,103,4,3
1212,b-13,end,103,3,2
1212,b-13,p-104,103,2,4
1212,b-13,p-104,103,3,4
1212,b-13,p-104,103,1,3
1212,b-13,p-104,103,4,3
1212,b-13,p-104,103,4,3
1212,b-13,end,103,4,3
1212,b-13,p-104,103,3,3
1212,b-13,end,103,0,4
1212,b-13,end,103,1,4
1212,b-13,end,103,3,2
1212,b-13,end,103,4,3
1212,b-13,end,103,2,4
1212,b-13,end,103,4,3
1212,b-13,end,103,1,4
1212,b-13,end,103,2,3
1212,b-13,p-104,103,1,3
1212,b-13,end,103,3,2
1212,b-13,p-104,103,2,3
1212,b-13,p-104,103,1,4
1212,b-13,p-104,103,2,4
1212,b-13,p-104,103,2,4
1776,b-14,end,103,3,4
1776,b-14,end,103,4,4
1776,b-14,end,103,2,4
1776,b-14,end,103,3,2
1776,b-14,p-104,103,2,4
1776,b-14,end,103,4,3
1776,b-14,end,103,3,3
1776,b-14,end,103,3,3
1776,b-14,p-104,103,2,2
1776,b-14,p-104,103,2,4
1776,b-14,p-104,103,1,3
1776,b-14,end,103,2,3
1776,b-14,p-104,103,4,3
1776,b-14,end,103,1,4
1776,b-14,end,103,3,3
1776,b-14,p-104,103,5,4
1776,b-14,end,103,2,4
1776,b-14,end,103,4,3
1776,b-14,end,103,3,4
1776,b-14,p-104,103,1,3
2432,b-15,p-104,103,1,3
2432,b-15,p-104,103,2,3
2432,b-15,end,103,1,3
2432,b-15,p-104,103,3,3
2432,b-15,end,103,3,3
2432,b-15,p-104,103,4,4
2432,b-15,p-104,103,2,4
2432,b-15,p-104,103,4,3
2432,b-15,end,103,2,4
2432,b-15,p-104,103,4,4
2432,b-15,p-104,103,3,4
2432,b-15,end,103,3,2
2432,b-15,end,103,4,2
2432,b-15,end,103,4,4
2432,b-15,end,103,2,3
2432,b-15,p-104,103,3,3
2432,b-15,end,103,4,4
2432,b-15,end,103,3,3
2432,b-15,end,103,2,3
2432,b-15,p-104,103,5,3
3006,b-16,p-104,103,3,3
3006,b-16,p-104,103,4,4
3006,b-16,end,103,3,4
3006,b-16,end,103,2,2
3006,b-16,p-104,103,3,2
3006,b-16,p-104,103,2,3
3006,b-16,end,103,3,3
3006,b-16,p-104,103,3,3
3006,b-16,p-104,103,1,3
3006,b-16,p-104,103,5,2
3006,b-16,end,103,3,3
3006,b-16,p-104,103,1,2
3006,b-16,end,103,3,3
3006,b-16,end,103,4,3
3006,b-16,p-104,103,5,2
3006,b-16,p-104,103,3,3
3006,b-16,end,103,2,4
3006,b-16,end,103,3,2
3006,b-16,p-104,103,3,4
3006,b-16,end,103,4,3
3006,b-16,end,103,4,4
3614,b-17,end,103,3,2
3614,b-17,p-104,103,3,3
3614,b-17,p-104,103,4,3
3614,b-17,end,103,2,3
3614,b-17,end,103,2,4
3614,b-17,end,103,5,3
3614,b-17,p-104,103,3,3
3614,b-17,p-104,103,4,3
3614,b-17,end,103,5,3
3614,b-17,end,103,3,2
3614,b-17,p-104,103,3,2
3614,b-17,p-104,103,3,3
3614,b-17,end,103,3,2
3614,b-17,end,103,2,2
3614,b-17,p-104,103,3,4
